id,datum_vaststelling_jaar,datum_vaststelling_maand,datum_vaststelling,opnameplaats_straat,aantal_passanten,aantal_overtredingen_roodlicht
35422,2013,201304,28/04/13,COCKERILLKAAI,4847,14
35425,2013,201304,28/04/13,BREDABAAN,7194,2
35428,2013,201304,28/04/13,JAN_VAN_RIJSWIJCKLAAN,5139,0
35431,2013,201304,28/04/13,BISSCHOPPENHOFLAAN,10640,0
35434,2013,201304,28/04/13,BREDABAAN,6289,0
35437,2013,201304,29/04/13,JAN_VAN_RIJSWIJCKLAAN,1134,0
35440,2013,201304,29/04/13,NOORDERSINGEL_(2140),5861,0
35443,2013,201304,29/04/13,OOSTERWEELSTEENWEG,798,0
35446,2013,201304,29/04/13,OOSTERWEELSTEENWEG,723,2
35449,2013,201304,29/04/13,JAN_VAN_RIJSWIJCKLAAN,969,0
35452,2013,201304,29/04/13,GENERAAL_LEMANSTRAAT,793,0
35455,2013,201304,29/04/13,BREDABAAN,2563,0
35458,2013,201304,29/04/13,BISSCHOPPENHOFLAAN,16101,0
35461,2013,201304,29/04/13,BREDABAAN,2684,0
35464,2013,201304,29/04/13,COCKERILLKAAI,851,0
35467,2013,201304,29/04/13,NOORDERLAAN,13070,6
35470,2013,201304,30/04/13,NOORDERSINGEL_(2140),17509,0
35473,2013,201304,30/04/13,BISSCHOPPENHOFLAAN,17010,0
35476,2013,201304,30/04/13,JAN_VAN_RIJSWIJCKLAAN,8134,0
35479,2013,201304,30/04/13,BREDABAAN,9484,0
35482,2013,201304,30/04/13,OOSTERWEELSTEENWEG,2578,3
35485,2013,201305,1/05/2013,NOORDERSINGEL_(2140),10566,0
35488,2013,201305,1/05/2013,BISSCHOPPENHOFLAAN,10144,0
35491,2013,201305,1/05/2013,OOSTERWEELSTEENWEG,594,2
35494,2013,201305,1/05/2013,BREDABAAN,5531,0
35497,2013,201305,1/05/2013,JAN_VAN_RIJSWIJCKLAAN,4055,0
35500,2013,201305,2/05/2013,JAN_VAN_RIJSWIJCKLAAN,7528,0
35503,2013,201305,2/05/2013,NOORDERSINGEL_(2140),17064,0
35506,2013,201305,2/05/2013,BISSCHOPPENHOFLAAN,16516,0
35509,2013,201305,2/05/2013,OOSTERWEELSTEENWEG,2599,2
35512,2013,201305,2/05/2013,BREDABAAN,4635,0
35515,2013,201305,3/05/2013,BISSCHOPPENHOFLAAN,16976,0
35518,2013,201305,3/05/2013,NOORDERSINGEL_(2140),19618,0
35521,2013,201305,3/05/2013,JAN_VAN_RIJSWIJCKLAAN,7831,0
35524,2013,201305,3/05/2013,OOSTERWEELSTEENWEG,2427,0
35527,2013,201305,4/05/2013,BISSCHOPPENHOFLAAN,13372,0
35530,2013,201305,4/05/2013,JAN_VAN_RIJSWIJCKLAAN,6103,0
35533,2013,201305,4/05/2013,OOSTERWEELSTEENWEG,537,0
35536,2013,201305,4/05/2013,NOORDERSINGEL_(2140),13211,0
35539,2013,201305,5/05/2013,OOSTERWEELSTEENWEG,375,0
35542,2013,201305,5/05/2013,BISSCHOPPENHOFLAAN,9192,0
35545,2013,201305,5/05/2013,NOORDERSINGEL_(2140),11015,0
35548,2013,201305,5/05/2013,JAN_VAN_RIJSWIJCKLAAN,4635,0
35551,2013,201305,6/05/2013,JAN_VAN_RIJSWIJCKLAAN,8745,0
35554,2013,201305,6/05/2013,BISSCHOPPENHOFLAAN,13041,0
35557,2013,201305,6/05/2013,BREDABAAN,7069,1
35560,2013,201305,6/05/2013,ELISABETHLAAN,7200,0
35563,2013,201305,6/05/2013,NOORDERSINGEL_(2140),4858,0
35566,2013,201305,6/05/2013,GENERAAL_LEMANSTRAAT,5995,2
35569,2013,201305,6/05/2013,COCKERILLKAAI,2877,3
35572,2013,201305,6/05/2013,SINT-MICHIELSKAAI,7258,9
35575,2013,201305,6/05/2013,BISSCHOPPENHOFLAAN,4707,0
35578,2013,201305,6/05/2013,BREDABAAN,6228,1
35581,2013,201305,6/05/2013,JAN_VAN_RIJSWIJCKLAAN,822,0
35584,2013,201305,6/05/2013,OOSTERWEELSTEENWEG,652,0
35587,2013,201305,7/05/2013,NOORDERSINGEL_(2140),16930,0
35590,2013,201305,7/05/2013,BREDABAAN,9516,1
35593,2013,201305,7/05/2013,JAN_VAN_RIJSWIJCKLAAN,9919,0
35596,2013,201305,7/05/2013,OOSTERWEELSTEENWEG,2610,1
35599,2013,201305,7/05/2013,GENERAAL_LEMANSTRAAT,6790,2
35602,2013,201305,7/05/2013,BISSCHOPPENHOFLAAN,16734,0
35605,2013,201305,7/05/2013,ELISABETHLAAN,8738,0
35608,2013,201305,7/05/2013,BREDABAAN,8837,0
35611,2013,201305,7/05/2013,BISSCHOPPENHOFLAAN,18134,0
35614,2013,201305,7/05/2013,JAN_VAN_RIJSWIJCKLAAN,8020,0
35617,2013,201305,7/05/2013,SINT-MICHIELSKAAI,8272,7
35620,2013,201305,8/05/2013,JAN_VAN_RIJSWIJCKLAAN,8662,0
35623,2013,201305,8/05/2013,OOSTERWEELSTEENWEG,2674,3
35626,2013,201305,8/05/2013,SINT-MICHIELSKAAI,9236,9
35629,2013,201305,8/05/2013,NOORDERSINGEL_(2140),19058,0
35632,2013,201305,8/05/2013,BREDABAAN,10452,3
35635,2013,201305,8/05/2013,BISSCHOPPENHOFLAAN,18173,0
35638,2013,201305,8/05/2013,ELISABETHLAAN,8900,0
35641,2013,201305,8/05/2013,BREDABAAN,10097,0
35644,2013,201305,8/05/2013,JAN_VAN_RIJSWIJCKLAAN,10606,0
35647,2013,201305,8/05/2013,GENERAAL_LEMANSTRAAT,7001,2
35650,2013,201305,8/05/2013,BISSCHOPPENHOFLAAN,1675,0
35653,2013,201305,9/05/2013,NOORDERSINGEL_(2140),10612,0
35656,2013,201305,9/05/2013,GENERAAL_LEMANSTRAAT,2881,2
35659,2013,201305,9/05/2013,JAN_VAN_RIJSWIJCKLAAN,5933,0
35662,2013,201305,9/05/2013,BREDABAAN,5187,1
35665,2013,201305,9/05/2013,BREDABAAN,4842,0
35668,2013,201305,9/05/2013,JAN_VAN_RIJSWIJCKLAAN,3643,0
35671,2013,201305,9/05/2013,OOSTERWEELSTEENWEG,539,0
35674,2013,201305,9/05/2013,ELISABETHLAAN,4835,0
35677,2013,201305,9/05/2013,SINT-MICHIELSKAAI,4721,3
35680,2013,201305,9/05/2013,BISSCHOPPENHOFLAAN,10120,0
35683,2013,201305,10/05/2013,BREDABAAN,10245,2
35686,2013,201305,10/05/2013,JAN_VAN_RIJSWIJCKLAAN,5986,0
35689,2013,201305,10/05/2013,NOORDERSINGEL_(2140),13258,0
35692,2013,201305,10/05/2013,OOSTERWEELSTEENWEG,1635,0
35695,2013,201305,10/05/2013,BISSCHOPPENHOFLAAN,14991,0
35698,2013,201305,10/05/2013,BREDABAAN,9016,0
35701,2013,201305,10/05/2013,JAN_VAN_RIJSWIJCKLAAN,8221,0
35704,2013,201305,10/05/2013,GENERAAL_LEMANSTRAAT,4264,2
35707,2013,201305,10/05/2013,ELISABETHLAAN,6547,0
35710,2013,201305,11/05/2013,BREDABAAN,8365,0
35713,2013,201305,11/05/2013,BISSCHOPPENHOFLAAN,13281,0
35716,2013,201305,11/05/2013,OOSTERWEELSTEENWEG,508,0
35719,2013,201305,11/05/2013,NOORDERSINGEL_(2140),11826,0
35722,2013,201305,11/05/2013,GENERAAL_LEMANSTRAAT,3081,5
35725,2013,201305,11/05/2013,ELISABETHLAAN,5658,0
35728,2013,201305,11/05/2013,JAN_VAN_RIJSWIJCKLAAN,4986,0
35731,2013,201305,11/05/2013,JAN_VAN_RIJSWIJCKLAAN,7401,0
35734,2013,201305,11/05/2013,BREDABAAN,9586,3
35737,2013,201305,12/05/2013,BREDABAAN,5345,3
35740,2013,201305,12/05/2013,GENERAAL_LEMANSTRAAT,2934,3
35743,2013,201305,12/05/2013,BREDABAAN,4983,0
35746,2013,201305,12/05/2013,JAN_VAN_RIJSWIJCKLAAN,3967,0
35749,2013,201305,12/05/2013,OOSTERWEELSTEENWEG,344,0
35752,2013,201305,12/05/2013,JAN_VAN_RIJSWIJCKLAAN,6034,0
35755,2013,201305,12/05/2013,NOORDERSINGEL_(2140),10544,0
35758,2013,201305,12/05/2013,ELISABETHLAAN,5438,0
35761,2013,201305,12/05/2013,BISSCHOPPENHOFLAAN,10360,0
35764,2013,201305,13/05/13,BREDABAAN,2383,1
35767,2013,201305,13/05/13,JAN_VAN_RIJSWIJCKLAAN,1762,0
35770,2013,201305,13/05/13,OOSTERWEELSTEENWEG,3323,1
35773,2013,201305,13/05/13,COCKERILLKAAI,3282,4
35776,2013,201305,13/05/13,BISSCHOPPENHOFLAAN,12404,0
35779,2013,201305,13/05/13,BISSCHOPPENHOFLAAN,5880,0
35782,2013,201305,13/05/13,BREDABAAN,2593,0
35785,2013,201305,13/05/13,GENERAAL_LEMANSTRAAT,1252,0
35788,2013,201305,13/05/13,NOORDERSINGEL_(2140),4994,0
35791,2013,201305,13/05/13,SINT-MICHIELSKAAI,5105,1
35794,2013,201305,13/05/13,ELISABETHLAAN,2077,0
35797,2013,201305,13/05/13,JAN_VAN_RIJSWIJCKLAAN,1786,0
35800,2013,201305,14/05/13,BREDABAAN,8739,1
35803,2013,201305,14/05/13,JAN_VAN_RIJSWIJCKLAAN,7867,0
35806,2013,201305,14/05/13,JAN_VAN_RIJSWIJCKLAAN,9982,0
35809,2013,201305,14/05/13,COCKERILLKAAI,5459,5
35812,2013,201305,14/05/13,BISSCHOPPENHOFLAAN,18527,0
35815,2013,201305,14/05/13,GENERAAL_LEMANSTRAAT,6743,1
35818,2013,201305,14/05/13,BREDABAAN,9383,3
35821,2013,201305,14/05/13,NOORDERSINGEL_(2140),17028,0
35824,2013,201305,14/05/13,ELISABETHLAAN,8613,0
35827,2013,201305,14/05/13,BISSCHOPPENHOFLAAN,16543,0
35830,2013,201305,14/05/13,OOSTERWEELSTEENWEG,2617,1
35833,2013,201305,14/05/13,SINT-MICHIELSKAAI,7172,5
35836,2013,201305,15/05/13,BREDABAAN,9384,0
35839,2013,201305,15/05/13,COCKERILLKAAI,4017,4
35842,2013,201305,15/05/13,JAN_VAN_RIJSWIJCKLAAN,7929,0
35845,2013,201305,15/05/13,OOSTERWEELSTEENWEG,2679,2
35848,2013,201305,15/05/13,SINT-MICHIELSKAAI,93,0
35851,2013,201305,15/05/13,BISSCHOPPENHOFLAAN,17647,0
35854,2013,201305,15/05/13,BISSCHOPPENHOFLAAN,17232,0
35857,2013,201305,15/05/13,ELISABETHLAAN,8828,0
35860,2013,201305,15/05/13,GENERAAL_LEMANSTRAAT,6635,2
35863,2013,201305,15/05/13,NOORDERSINGEL_(2140),17402,0
35866,2013,201305,15/05/13,BREDABAAN,9968,5
35869,2013,201305,15/05/13,JAN_VAN_RIJSWIJCKLAAN,10316,0
35872,2013,201305,16/05/13,ELISABETHLAAN,8910,0
35875,2013,201305,16/05/13,GENERAAL_LEMANSTRAAT,7070,1
35878,2013,201305,16/05/13,BISSCHOPPENHOFLAAN,16696,0
35881,2013,201305,16/05/13,BREDABAAN,9034,0
35884,2013,201305,16/05/13,JAN_VAN_RIJSWIJCKLAAN,1449,0
35887,2013,201305,16/05/13,BISSCHOPPENHOFLAAN,18304,0
35890,2013,201305,16/05/13,BREDABAAN,9462,4
35893,2013,201305,16/05/13,JAN_VAN_RIJSWIJCKLAAN,8700,0
35896,2013,201305,16/05/13,OOSTERWEELSTEENWEG,739,1
35899,2013,201305,16/05/13,NOORDERSINGEL_(2140),18139,0
35902,2013,201305,17/05/13,ELISABETHLAAN,8922,0
35905,2013,201305,17/05/13,NOORDERSINGEL_(2140),18533,0
35908,2013,201305,17/05/13,GENERAAL_LEMANSTRAAT,6859,2
35911,2013,201305,17/05/13,BISSCHOPPENHOFLAAN,17423,0
35914,2013,201305,17/05/13,BREDABAAN,9394,0
35917,2013,201305,17/05/13,OOSTERWEELSTEENWEG,2601,4
35920,2013,201305,17/05/13,JAN_VAN_RIJSWIJCKLAAN,8634,0
35923,2013,201305,17/05/13,BISSCHOPPENHOFLAAN,18553,0
35926,2013,201305,17/05/13,BREDABAAN,10093,3
35929,2013,201305,17/05/13,JAN_VAN_RIJSWIJCKLAAN,10030,0
35932,2013,201305,18/05/13,OOSTERWEELSTEENWEG,654,0
35935,2013,201305,18/05/13,JAN_VAN_RIJSWIJCKLAAN,8222,0
35938,2013,201305,18/05/13,BISSCHOPPENHOFLAAN,13909,0
35941,2013,201305,18/05/13,BREDABAAN,8516,0
35944,2013,201305,18/05/13,GENERAAL_LEMANSTRAAT,3463,2
35947,2013,201305,18/05/13,NOORDERSINGEL_(2140),12617,0
35950,2013,201305,18/05/13,ELISABETHLAAN,6004,0
35953,2013,201305,18/05/13,JAN_VAN_RIJSWIJCKLAAN,5588,0
35956,2013,201305,18/05/13,BISSCHOPPENHOFLAAN,15250,0
35959,2013,201305,18/05/13,BREDABAAN,9779,2
35962,2013,201305,19/05/13,BREDABAAN,5283,2
35965,2013,201305,19/05/13,GENERAAL_LEMANSTRAAT,2853,6
35968,2013,201305,19/05/13,BISSCHOPPENHOFLAAN,10360,0
35971,2013,201305,19/05/13,JAN_VAN_RIJSWIJCKLAAN,4104,0
35974,2013,201305,19/05/13,NOORDERSINGEL_(2140),10230,0
35977,2013,201305,19/05/13,BREDABAAN,4729,0
35980,2013,201305,19/05/13,JAN_VAN_RIJSWIJCKLAAN,6039,0
35983,2013,201305,19/05/13,BISSCHOPPENHOFLAAN,11131,0
35986,2013,201305,19/05/13,ELISABETHLAAN,4893,0
35989,2013,201305,19/05/13,OOSTERWEELSTEENWEG,423,0
35992,2013,201305,20/05/13,BREDABAAN,4651,2
35995,2013,201305,20/05/13,OOSTERWEELSTEENWEG,438,0
35998,2013,201305,20/05/13,ELISABETHLAAN,4812,0
36001,2013,201305,20/05/13,BISSCHOPPENHOFLAAN,10092,0
36004,2013,201305,20/05/13,GENERAAL_LEMANSTRAAT,2529,1
36007,2013,201305,20/05/13,NOORDERSINGEL_(2140),9009,0
36010,2013,201305,20/05/13,JAN_VAN_RIJSWIJCKLAAN,5435,0
36013,2013,201305,20/05/13,JAN_VAN_RIJSWIJCKLAAN,3455,0
36016,2013,201305,20/05/13,BISSCHOPPENHOFLAAN,9052,0
36019,2013,201305,20/05/13,BREDABAAN,4302,0
36022,2013,201305,21/05/13,BISSCHOPPENHOFLAAN,4638,0
36025,2013,201305,21/05/13,NOORDERSINGEL,11344,0
36028,2013,201305,21/05/13,JAN_VAN_RIJSWIJCKLAAN,1281,0
36031,2013,201305,21/05/13,GENERAAL_LEMANSTRAAT,820,0
36034,2013,201305,21/05/13,ELISABETHLAAN,1502,0
36037,2013,201305,21/05/13,BREDABAAN,2205,1
36040,2013,201305,21/05/13,SINT-MICHIELSKAAI,5477,5
36043,2013,201305,21/05/13,JAN_VAN_RIJSWIJCKLAAN,1082,0
36046,2013,201305,21/05/13,COCKERILLKAAI,4783,4
36049,2013,201305,21/05/13,BREDABAAN,1976,1
36052,2013,201305,21/05/13,NOORDERLAAN,15643,1
36055,2013,201305,21/05/13,OOSTERWEELSTEENWEG,717,1
36058,2013,201305,21/05/13,NOORDERSINGEL_(2140),6434,0
36061,2013,201305,21/05/13,BISSCHOPPENHOFLAAN,4891,0
36064,2013,201305,22/05/13,NOORDERSINGEL,14471,0
36067,2013,201305,22/05/13,BREDABAAN,8723,0
36070,2013,201305,22/05/13,GENERAAL_LEMANSTRAAT,6714,1
36073,2013,201305,22/05/13,JAN_VAN_RIJSWIJCKLAAN,7535,0
36076,2013,201305,22/05/13,NOORDERLAAN,21409,2
36079,2013,201305,22/05/13,NOORDERSINGEL_(2140),17348,0
36082,2013,201305,22/05/13,SINT-MICHIELSKAAI,8321,9
36085,2013,201305,22/05/13,BISSCHOPPENHOFLAAN,18262,0
36088,2013,201305,22/05/13,BREDABAAN,9672,1
36091,2013,201305,22/05/13,ELISABETHLAAN,8748,0
36094,2013,201305,22/05/13,OOSTERWEELSTEENWEG,2579,1
36097,2013,201305,22/05/13,PLANTINKAAI,5109,0
36100,2013,201305,22/05/13,BISSCHOPPENHOFLAAN,16875,0
36103,2013,201305,22/05/13,COCKERILLKAAI,6002,11
36106,2013,201305,23/05/13,JAN_VAN_RIJSWIJCKLAAN,8331,0
36109,2013,201305,23/05/13,NOORDERSINGEL_(2140),17657,0
36112,2013,201305,23/05/13,OOSTERWEELSTEENWEG,2645,3
36115,2013,201305,23/05/13,GENERAAL_LEMANSTRAAT,6925,2
36118,2013,201305,23/05/13,SINT-MICHIELSKAAI,8503,5
36121,2013,201305,23/05/13,BISSCHOPPENHOFLAAN,18244,0
36124,2013,201305,23/05/13,BISSCHOPPENHOFLAAN,17020,0
36127,2013,201305,23/05/13,BREDABAAN,9415,1
36130,2013,201305,23/05/13,COCKERILLKAAI,6302,9
36133,2013,201305,23/05/13,NOORDERSINGEL,14999,0
36136,2013,201305,23/05/13,NOORDERLAAN,21474,1
36139,2013,201305,23/05/13,BREDABAAN,8872,0
36142,2013,201305,23/05/13,ELISABETHLAAN,8629,0
36145,2013,201305,23/05/13,PLANTINKAAI,6626,0
36148,2013,201305,24/05/13,NOORDERSINGEL_(2140),17987,0
36151,2013,201305,24/05/13,BISSCHOPPENHOFLAAN,18645,0
36154,2013,201305,24/05/13,NOORDERSINGEL,15713,0
36157,2013,201305,24/05/13,NOORDERLAAN,22434,3
36160,2013,201305,24/05/13,PLANTINKAAI,7387,0
36163,2013,201305,24/05/13,GENERAAL_LEMANSTRAAT,6678,2
36166,2013,201305,24/05/13,BISSCHOPPENHOFLAAN,17853,0
36169,2013,201305,24/05/13,COCKERILLKAAI,6941,12
36172,2013,201305,24/05/13,OOSTERWEELSTEENWEG,2563,1
36175,2013,201305,24/05/13,SINT-MICHIELSKAAI,9026,5
36178,2013,201305,24/05/13,BREDABAAN,9081,0
36181,2013,201305,24/05/13,ELISABETHLAAN,8670,0
36184,2013,201305,24/05/13,JAN_VAN_RIJSWIJCKLAAN,8961,0
36187,2013,201305,24/05/13,BREDABAAN,10310,2
36190,2013,201305,25/05/13,COCKERILLKAAI,6381,11
36193,2013,201305,25/05/13,BREDABAAN,9789,1
36196,2013,201305,25/05/13,JAN_VAN_RIJSWIJCKLAAN,6274,0
36199,2013,201305,25/05/13,PLANTINKAAI,6645,0
36202,2013,201305,25/05/13,BISSCHOPPENHOFLAAN,14579,0
36205,2013,201305,25/05/13,BISSCHOPPENHOFLAAN,14853,0
36208,2013,201305,25/05/13,ELISABETHLAAN,6442,0
36211,2013,201305,25/05/13,BREDABAAN,8220,1
36214,2013,201305,25/05/13,GENERAAL_LEMANSTRAAT,3651,2
36217,2013,201305,25/05/13,NOORDERLAAN,17052,4
36220,2013,201305,25/05/13,NOORDERSINGEL,12027,0
36223,2013,201305,25/05/13,OOSTERWEELSTEENWEG,609,0
36226,2013,201305,25/05/13,SINT-MICHIELSKAAI,8509,2
36229,2013,201305,25/05/13,NOORDERSINGEL_(2140),13482,0
36232,2013,201305,26/05/13,BISSCHOPPENHOFLAAN,10350,0
36235,2013,201305,26/05/13,BREDABAAN,4904,0
36238,2013,201305,26/05/13,BISSCHOPPENHOFLAAN,11687,0
36241,2013,201305,26/05/13,ELISABETHLAAN,5317,0
36244,2013,201305,26/05/13,NOORDERSINGEL,9209,0
36247,2013,201305,26/05/13,COCKERILLKAAI,4959,8
36250,2013,201305,26/05/13,SINT-MICHIELSKAAI,6705,10
36253,2013,201305,26/05/13,PLANTINKAAI,5497,0
36256,2013,201305,26/05/13,OOSTERWEELSTEENWEG,407,0
36259,2013,201305,26/05/13,BREDABAAN,5830,1
36262,2013,201305,26/05/13,GENERAAL_LEMANSTRAAT,2751,3
36265,2013,201305,26/05/13,NOORDERSINGEL_(2140),10131,0
36268,2013,201305,26/05/13,JAN_VAN_RIJSWIJCKLAAN,4552,0
36271,2013,201305,26/05/13,NOORDERLAAN,13583,7
36274,2013,201305,27/05/13,BISSCHOPPENHOFLAAN,18123,0
36277,2013,201305,27/05/13,PLANTINKAAI,1021,0
36280,2013,201305,27/05/13,NOORDERSINGEL_(2140),4720,0
36283,2013,201305,27/05/13,COCKERILLKAAI,1046,0
36286,2013,201305,27/05/13,OOSTERWEELSTEENWEG,760,0
36289,2013,201305,27/05/13,BREDABAAN,1996,0
36292,2013,201305,27/05/13,NOORDERLAAN,5499,2
36295,2013,201305,27/05/13,BREDABAAN,1814,1
36298,2013,201305,27/05/13,BISSCHOPPENHOFLAAN,16900,0
36301,2013,201305,27/05/13,ELISABETHLAAN,1475,0
36304,2013,201305,27/05/13,JAN_VAN_RIJSWIJCKLAAN,1177,0
36307,2013,201305,27/05/13,NOORDERSINGEL,2533,0
36310,2013,201305,27/05/13,GENERAAL_LEMANSTRAAT,1039,0
36313,2013,201305,28/05/13,JAN_VAN_RIJSWIJCKLAAN,7612,0
36316,2013,201305,28/05/13,OOSTERWEELSTEENWEG,2884,2
36319,2013,201305,28/05/13,BREDABAAN,9199,2
36322,2013,201305,28/05/13,BREDABAAN,8393,0
36325,2013,201305,28/05/13,ELISABETHLAAN,8578,0
36328,2013,201305,28/05/13,GENERAAL_LEMANSTRAAT,6784,4
36331,2013,201305,28/05/13,PLANTINKAAI,5997,0
36334,2013,201305,28/05/13,BISSCHOPPENHOFLAAN,3804,0
36337,2013,201305,28/05/13,BISSCHOPPENHOFLAAN,4195,0
36340,2013,201305,28/05/13,NOORDERLAAN,20637,4
36343,2013,201305,28/05/13,NOORDERSINGEL,14328,0
36346,2013,201305,28/05/13,NOORDERSINGEL_(2140),16847,0
36349,2013,201305,29/05/13,BISSCHOPPENHOFLAAN,16780,0
36352,2013,201305,29/05/13,BREDABAAN,9016,0
36355,2013,201305,29/05/13,NOORDERLAAN,20999,2
36358,2013,201305,29/05/13,PLANTINKAAI,6309,0
36361,2013,201305,29/05/13,BREDABAAN,9855,1
36364,2013,201305,29/05/13,GENERAAL_LEMANSTRAAT,6608,0
36367,2013,201305,29/05/13,ELISABETHLAAN,8577,0
36370,2013,201305,29/05/13,NOORDERSINGEL,14827,0
36373,2013,201305,29/05/13,BISSCHOPPENHOFLAAN,18106,0
36376,2013,201305,29/05/13,NOORDERSINGEL_(2140),17063,0
36379,2013,201305,29/05/13,JAN_VAN_RIJSWIJCKLAAN,7955,0
36382,2013,201305,29/05/13,OOSTERWEELSTEENWEG,2771,0
36385,2013,201305,30/05/13,BREDABAAN,9077,0
36388,2013,201305,30/05/13,ELISABETHLAAN,8908,0
36391,2013,201305,30/05/13,NOORDERSINGEL_(2140),18391,0
36394,2013,201305,30/05/13,GENERAAL_LEMANSTRAAT,7007,1
36397,2013,201305,30/05/13,BISSCHOPPENHOFLAAN,17910,0
36400,2013,201305,30/05/13,BREDABAAN,9619,2
36403,2013,201305,30/05/13,JAN_VAN_RIJSWIJCKLAAN,7986,0
36406,2013,201305,30/05/13,NOORDERLAAN,23059,4
36409,2013,201305,30/05/13,OOSTERWEELSTEENWEG,2810,2
36412,2013,201305,30/05/13,BISSCHOPPENHOFLAAN,16138,0
36415,2013,201305,30/05/13,NOORDERSINGEL,14772,0
36418,2013,201305,30/05/13,PLANTINKAAI,6734,0
36421,2013,201305,31/05/13,JAN_VAN_RIJSWIJCKLAAN,8369,0
36424,2013,201305,31/05/13,NOORDERLAAN,23406,1
36427,2013,201305,31/05/13,NOORDERSINGEL,15929,0
36430,2013,201305,31/05/13,BISSCHOPPENHOFLAAN,18300,0
36433,2013,201305,31/05/13,PLANTINKAAI,7998,0
36436,2013,201305,31/05/13,BISSCHOPPENHOFLAAN,17935,0
36439,2013,201305,31/05/13,NOORDERSINGEL_(2140),19285,0
36442,2013,201305,31/05/13,OOSTERWEELSTEENWEG,2729,1
36445,2013,201305,31/05/13,GENERAAL_LEMANSTRAAT,7262,3
36448,2013,201305,31/05/13,BREDABAAN,10175,1
36451,2013,201305,31/05/13,ELISABETHLAAN,8771,0
36454,2013,201305,31/05/13,BREDABAAN,10466,3
36457,2013,201306,1/06/2013,BREDABAAN,8471,1
36460,2013,201306,1/06/2013,JAN_VAN_RIJSWIJCKLAAN,5676,0
36463,2013,201306,1/06/2013,OOSTERWEELSTEENWEG,675,1
36466,2013,201306,1/06/2013,ELISABETHLAAN,6134,0
36469,2013,201306,1/06/2013,PLANTINKAAI,6716,0
36472,2013,201306,1/06/2013,GENERAAL_LEMANSTRAAT,3784,4
36475,2013,201306,1/06/2013,BREDABAAN,9844,2
36478,2013,201306,1/06/2013,NOORDERSINGEL_(2140),13304,0
36481,2013,201306,1/06/2013,BISSCHOPPENHOFLAAN,15527,0
36484,2013,201306,1/06/2013,NOORDERSINGEL,11906,0
36487,2013,201306,1/06/2013,BISSCHOPPENHOFLAAN,14332,0
36490,2013,201306,1/06/2013,NOORDERLAAN,17602,9
36493,2013,201306,2/06/2013,BREDABAAN,6022,4
36496,2013,201306,2/06/2013,NOORDERSINGEL,10153,0
36499,2013,201306,2/06/2013,OOSTERWEELSTEENWEG,508,0
36502,2013,201306,2/06/2013,BREDABAAN,5492,0
36505,2013,201306,2/06/2013,GENERAAL_LEMANSTRAAT,2924,8
36508,2013,201306,2/06/2013,NOORDERLAAN,15495,4
36511,2013,201306,2/06/2013,PLANTINKAAI,6570,0
36514,2013,201306,2/06/2013,JAN_VAN_RIJSWIJCKLAAN,4029,0
36517,2013,201306,2/06/2013,ELISABETHLAAN,5175,0
36520,2013,201306,2/06/2013,BISSCHOPPENHOFLAAN,11951,0
36523,2013,201306,2/06/2013,NOORDERSINGEL_(2140),11239,0
36526,2013,201306,2/06/2013,BISSCHOPPENHOFLAAN,10769,0
36529,2013,201306,3/06/2013,BREDABAAN,8393,0
36532,2013,201306,3/06/2013,ELISABETHLAAN,1394,0
36535,2013,201306,3/06/2013,GENERAAL_LEMANSTRAAT,6296,0
36538,2013,201306,3/06/2013,BISSCHOPPENHOFLAAN,4503,0
36541,2013,201306,3/06/2013,COCKERILLKAAI,2917,5
36544,2013,201306,3/06/2013,JAN_VAN_RIJSWIJCKLAAN,1129,0
36547,2013,201306,3/06/2013,OOSTERWEELSTEENWEG,719,1
36550,2013,201306,3/06/2013,BREDABAAN,9278,2
36553,2013,201306,3/06/2013,BISSCHOPPENHOFLAAN,4984,0
36556,2013,201306,3/06/2013,#NAME?,13157,0
36559,2013,201306,3/06/2013,PLANTINKAAI,1002,0
36562,2013,201306,3/06/2013,NOORDERSINGEL_(2140),15942,0
36565,2013,201306,3/06/2013,SINT-MICHIELSKAAI,3077,3
36568,2013,201306,3/06/2013,NOORDERSINGEL,13914,0
36571,2013,201306,3/06/2013,NOORDERLAAN,20055,4
36574,2013,201306,4/06/2013,PLANTINKAAI,5886,0
36577,2013,201306,4/06/2013,BREDABAAN,1202,0
36580,2013,201306,4/06/2013,NOORDERLAAN,2466,1
36583,2013,201306,4/06/2013,NOORDERSINGEL_(2140),4748,0
36586,2013,201306,4/06/2013,NOORDERSINGEL,2549,0
36589,2013,201306,4/06/2013,JAN_VAN_RIJSWIJCKLAAN,8121,0
36592,2013,201306,4/06/2013,OOSTERWEELSTEENWEG,2616,4
36595,2013,201306,4/06/2013,#NAME?,18114,0
36598,2013,201306,4/06/2013,BISSCHOPPENHOFLAAN,17005,0
36601,2013,201306,4/06/2013,BREDABAAN,984,0
36604,2013,201306,4/06/2013,GENERAAL_LEMANSTRAAT,1390,0
36607,2013,201306,4/06/2013,ELISABETHLAAN,9289,0
36610,2013,201306,5/06/2013,PLANTINKAAI,6561,0
36613,2013,201306,5/06/2013,BREDABAAN,9826,5
36616,2013,201306,5/06/2013,OOSTERWEELSTEENWEG,2544,0
36619,2013,201306,5/06/2013,ELISABETHLAAN,8827,0
36622,2013,201306,5/06/2013,NOORDERLAAN,7746,0
